,Listado de productos Bioequivalentes actualizado al 09 de Octubre de 2015,,,,,,
146,Antibiótico,AMOXICILINA+CLAVULÁNICO,Augmentin BID,Glaxosmithkline,AMOXICILINA / ÁCIDO CLAVULÁNICO 875/125 COMPRIMIDOS RECUBIERTOS,F-19776,LABORATORIOS ANDRÓMACO S.A.
147,Antibiótico,AMOXICILINA+CLAVULÁNICO,Augmentin BID,Glaxosmithkline,CLAVAM DUO  875/125 COMPRIMIDOS RECUBIERTOS,F-19292,LABORATORIOS EUROMED CHILE S.A.
148,Antibiótico,AMOXICILINA+CLAVULÁNICO,Augmentin BID,Glaxosmithkline,CLAVOXILINA BID 875/125 COMPRIMIDOS RECUBIERTOS,F-10054,LABORATORIOS LAFI LTDA.
149,Antibiótico,AMOXICILINA+CLAVULÁNICO,Augmentin BID,Glaxosmithkline,CLAVINEX DUO 875/125 COMPRIMIDOS RECUBIERTOS,F-12676,LABORATORIOS SAVAL S.A.
150,Antibiótico,AZITROMICINA,Zithromax,Pfizer,AZITROMICINA COMPRIMIDOS RECUBIERTOS 500 mg,F-21866,ASCEND LABORATORIES SpA
151,Antibiótico,AZITROMICINA,Zithromax,Pfizer,AZITROMICINA COMPRIMIDOS RECUBIERTOS 500 mg,F-22082,BLUEPHARMA CHILE S.P.A.
152,Antibiótico,AZITROMICINA,Zithromax,Pfizer,AZITROM COMPRIMIDOS RECUBIERTOS 500 mg,F-8337,LABORATORIO CHILE S.A.
153,Antibiótico,AZITROMICINA,Zithromax,Pfizer,AZITROMICINA COMPRIMIDOS RECUBIERTOS 500 mg,F-4270,LABORATORIO CHILE S.A.
154,Antibiótico,AZITROMICINA,Zithromax,Pfizer,AZITROMICINA COMPRIMIDOS RECUBIERTOS 500 mg,F-19316,LABORATORIOS ANDRÓMACO S.A.
155,Antibiótico,AZITROMICINA,Zithromax,Pfizer,ABACTEN COMPRIMIDOS RECUBIERTOS 500 mg,F-11176,LABORATORIOS ANDRÓMACO S.A.
156,Antibiótico,AZITROMICINA,Zithromax,Pfizer,TREX COMPRIMIDOS RECUBIERTOS 500 mg,F-9808,LABORATORIOS SAVAL S.A.
157,Antibiótico,AZITROMICINA,Zithromax,Pfizer,ESCOVERANCE COMPRIMIDOS RECUBIERTOS 500 mg,F-20532,SANOFI-AVENTIS DE CHILE S.A.
158,Antibiótico,CEFADROXILO,Cefamox,Bristol Myers Squibb,ADROXEF CÁPSULAS 500 mg,F-21104,LABORATORIO CHILE S.A.
159,Antibiótico,CEFADROXILO,Cefamox,Bristol Myers Squibb,CEFADROXILO CÁPSULAS 500 mg,F-6518,LABORATORIOS ANDRÓMACO S.A.
160,Antibiótico,CEFADROXILO,Cefamox,Bristol Myers Squibb,CEFADROXILO CÁPSULAS 500 mg,F-6874,MINTLAB Co. S.A.
161,Antibiótico,CEFALEXINA,Keflex,Flynn Pharma,CEFALEXINA CÁPSULAS 500 mg,F-20229,ASCEND LABORATORIES SpA
162,Antibiótico,CEFALEXINA,Keflex,Flynn Pharma,CEFALEXINA CÁPSULAS 250 mg,F-20232,ASCEND LABORATORIES SpA
163,Antibiótico,CEFUROXIMA,Curocef,Glaxosmithkline,FAVANEX COMPRIMIDOS RECUBIERTOS 500 mg,F-20237,ASCEND LABORATORIES SpA
164,Antibiótico,CEFUROXIMA,Curocef,Glaxosmithkline,CEFUROXIMA COMPRIMIDOS RECUBIERTOS 500 mg,F-21410,ASCEND LABORATORIES SpA
165,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-20718,ASCEND LABORATORIES SpA
166,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-21552,ASCEND LABORATORIES SpA
167,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-8722,CHEMOPHARMA S.A.
168,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CETRAXAL COMPRIMIDOS RECUBIERTOS 500 mg,F-19908,"FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA."
169,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,TIGINA COMPRIMIDOS RECUBIERTOS 500 mg,F-18455,INTERPHARMA S.A.
170,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-21270,INTERPHARMA S.A.
171,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-8360,LABORATORIO CHILE S.A.
172,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,GRIFOCIPROX COMPRIMIDOS RECUBIERTOS 500 mg,F-8425,LABORATORIO CHILE S.A.
173,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-18221,LABORATORIOS EUROMED CHILE S.A.
174,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROVAL COMPRIMIDOS RECUBIERTOS 500 mg,F-5523,LABORATORIOS SAVAL S.A.
175,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-9877,MINTLAB CO. S.A.
176,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-14779,OPKO CHILE S.A.
177,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIPROFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-20908,OPKO CHILE S.A.
178,Antibiótico,CIPROFLOXACINO,Baycip,Bayer,CIRIAX 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-17398,PHARMA INVESTI DE CHILE S.A.
179,Antibiótico,CLARITROMICINA,Klaricid,Abbott Laboratories,CLARIMAX COMPRIMIDOS RECUBIERTOS 500 mg,F-14037,LABORATORIOS ANDRÓMACO S.A.
180,Antibiótico,CLARITROMICINA,Klaricid,Abbott Laboratories,CLARITROMICINA COMPRIMIDOS RECUBIERTOS 500 mg,F-13825,LABORATORIOS ANDRÓMACO S.A.
181,Antibiótico,DOXICICLINA,Vibramicina,Pfizer,DOXICICLINA COMPRIMIDOS 100 mg,F-8392,LABORATORIO CHILE S.A.
182,Antibiótico,DOXICICLINA,Vibramicina,Pfizer,TOLEXINE GE 100 COMPRIMIDOS 100 mg,F-15120,LABORATORIOS D & M PHARMA LTDA.
183,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,AUXXIL COMPRIMIDOS RECUBIERTOS 500 mg,F-6249,LABORATORIO CHILE S.A.
184,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,LEVOFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-15283,LABORATORIO CHILE S.A.
185,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,AUXXIL COMPRIMIDOS RECUBIERTOS 750 mg,F-14915,LABORATORIO CHILE S.A.
186,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,QUINOBIOT COMPRIMIDOS RECUBIERTOS 500 mg,F-7405,LABORATORIOS ANDRÓMACO S.A.
187,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,QUINOBIOT COMPRIMIDOS RECUBIERTOS 750 mg,F-14228,LABORATORIOS ANDRÓMACO S.A.
188,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,LEVOXIN COMPRIMIDOS RECUBIERTOS 500 mg,F-19998,LABORATORIOS EUROMED CHILE S.A.
189,Antibiótico,LEVOFLOXACINO,Tavanic,Sanofi-Aventis,LEVOFLOXACINO COMPRIMIDOS RECUBIERTOS 500 mg,F-21740,LABORATORIOS EUROMED CHILE S.A.
190,Antibiótico,LINEZOLIDA,Zyvoxid,Pfizer,LINEZOLIDA COMPRIMIDOS RECUBIERTOS 600 mg,F-21354,NOVARTIS CHILE S.A.
191,Antibiótico,LINEZOLIDA,Zyvoxid,Pfizer,LINEZET COMPRIMIDOS RECUBIERTOS 600 mg,F-22121,SYNTHON CHILE LTDA
192,Antibiótico,MOXIFLOXACINO,Avelox,Bayer,MOXICINO COMPRIMIDOS RECUBIERTOS 400 mg,F-22172,LABORATORIOS ANDRÓMACO S.A.
193,Antibiótico,MOXIFLOXACINO,Avelox,Bayer,ALMAXOL COMPRIMIDOS RECUBIERTOS 400 mg (MOXIFLOXACINO CLORHIDRATO),F-21767,MINTLAB Co. S.A.
194,Antibiótico,MOXIFLOXACINO,Avelox,Bayer,MOXIFLOXACINO COMPRIMIDOS RECUBIERTOS 400 mg (MOXIFLOXACINO CLORHIDRATO),F-21768,MINTLAB Co. S.A.
195,Antibiótico,NITROFURANTOÍNA,Microdantina,Boehringer Ingelheim,MACROSAN CÁPSULAS 100 mg,F-3632,INSTITUTO SANITAS S.A.
196,Antibiótico,NITROFURANTOÍNA,Microdantina,Boehringer Ingelheim,MACROSAN CÁPSULAS 50 mg,F-3633,INSTITUTO SANITAS S.A.
197,Antibiótico - Antiparasitario,METRONIDAZOL,Flagyl,Sanofi-Aventis,METROPAST COMPRIMIDOS 500 mg,F-11648,LABORATORIO PASTEUR S.A.
198,Anticoagulante,ACENOCUMAROL,Neo-sintrom,Novartis,"COAROL COMPRIMIDOS 4,0 mg",F-7516,LABORATORIOS ANDRÓMACO S.A.
199,Anticoagulante,ACENOCUMAROL,Neo-sintrom,Novartis,ACEBRON COMPRIMIDOS 4 mg,F-16094,LABORATORIOS RECALCINE S.A.
200,Anticoagulante,ACENOCUMAROL,Neo-sintrom,Novartis,ISQUELIUM COMPRIMIDOS 4 mg,F-9091,SYNTHON CHILE LTDA.
201,Anticonceptivo,CLORMADINONA+ETINILESTRADI OL,Belara,Grünenthal,VIORA COMPRIMIDOS RECUBIERTOS,F-21578,EXELTIS CHILE S.p.A.
202,Anticonceptivo,DESOGESTREL,Cerazette,Merck Sharp & Dohme,SOLUNA COMPRIMIDOS 75 mcg,F-20132,MINTLAB CO. S.A.
203,Anticonceptivo,DIENOGEST,Visanne,Bayer,DALGIET COMPRIMIDOS 2 mg,F-21673,EXELTIS CHILE S.p.A.
204,Anticonceptivo,DIENOGEST+ETINILESTRADIOL,Valette,Jenapharm,DANIELE COMPRIMIDOS RECUBIERTOS,F-21685,EXELTIS CHILE S.p.A.
205,Anticonceptivo,ETINILESTRADIOL / DESOGESTREL,Marvelon,Merck Sharp & Dohme,SOLUNA-E 20 COMPRIMIDOS,F-20210,MINTLAB CO. S.A.
206,Anticonceptivo,ETINILESTRADIOL / DESOGESTREL,Marvelon,Merck Sharp & Dohme,SOLUNA E COMPRIMIDOS,F-20211,MINTLAB CO. S.A.
207,Anticonceptivo,ETINILESTRADIOL / DROSPIRENONA,Yasmin,Bayer,LADEE 20 COMPRIMIDOS RECUBIERTOS,F-21659,EXELTIS CHILE S.P.A.
208,Anticonceptivo,ETINILESTRADIOL / DROSPIRENONA,Yasmin,Bayer,LADEE COMPRIMIDOS RECUBIERTOS,F-21650,EXELTIS CHILE S.P.A.
209,Anticonceptivo,ETINILESTRADIOL / DROSPIRENONA,Yasmin,Bayer,LADYGEX COMPRIMIDOS,F-20497,MINTLAB CO. S.A.
210,Anticonceptivo,ETINILESTRADIOL / DROSPIRENONA,Yasmin,Bayer,LADYGEX-20 COMPRIMIDOS,F-20142,MINTLAB CO. S.A.
211,Anticonceptivo,ETINILESTRADIOL / GESTODENO,Minulet,Wyeth,PRENAL COMPRIMIDOS RECUBIERTOS,F-20228,MINTLAB CO. S.A.
212,Anticonceptivo,ETINILESTRADIOL / LEVONORGESTREL,Microgynon,Bayer,LEVONORGESTREL/ETINILESTRADIOL 150/30 COMPRIMIDOS RECUBIERTOS,F-20506,MINTLAB CO. S.A.
213,Anticonceptivo,ETINILESTRADIOL / LEVONORGESTREL,Microgynon,Bayer,MINEVA E-20 GRAGEAS,F-20189,MINTLAB CO. S.A.
214,Anticonceptivo,ETINILESTRADIOL / LEVONORGESTREL,Microgynon,Bayer,MINEVA E 150/30 COMPRIMIDOS RECUBIERTOS,F-21831,MINTLAB Co. S.A.
215,Anticonceptivo,LEVONORGESTREL,Microval,Laboratorios Wyeth,"ANULIT COMPRIMIDOS RECUBIERTOS 0,03 mg",F-12693,LABORATORIOS SILESIA S.A.
216,Antidepresivo,ATOMOXETINA,Strattera,Eli Lily,DEATEN COMPRIMIDOS 80 mg,F-19291,LABORATORIOS ANDRÓMACO S.A.
217,Antidepresivo,CITALOPRAM,Cipramil,Lundbeck,CITTA COMPRIMIDOS RECUBIERTOS 20 mg,F-19655,LABORATORIOS EUROMED CHILE S.A.
218,Antidepresivo,CITALOPRAM,Cipramil,Lundbeck,CIMAL COMPRIMIDOS RECUBIERTOS 20 mg,F-580,LABORATORIOS LAFI LTDA.
219,Antidepresivo,CITALOPRAM,Cipramil,Lundbeck,CIMAL COMPRIMIDOS RECUBIERTOS 40 mg,F-2256,LABORATORIOS LAFI LTDA.
220,Antidepresivo,CITALOPRAM,Cipramil,Lundbeck,CITALOPRAM COMPRIMIDOS 20 mg,F-17253,MINTLAB CO. S.A.
221,Antidepresivo,CLOMIPRAMINA,Anafranil,Novartis,AUSENTRON COMPRIMIDOS RECUBIERTOS 25 mg,F-8331,LABORATORIO CHILE S.A.
222,Antidepresivo,DULOXETINA,Cymbalta,Eli Lilly,DULOXETINA CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 60 mg,F-20784,ASCEND LABORATORIES SpA
223,Antidepresivo,DULOXETINA,Cymbalta,Eli Lilly,DULOXETINA CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 30 mg,F-20783,ASCEND LABORATORIES SpA
224,Antidepresivo,DULOXETINA,Cymbalta,Eli Lilly,DULOXETINA CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 30 mg,F-22110,ASCEND LABORATORIES SpA
225,Antidepresivo,DULOXETINA,Cymbalta,Eli Lilly,DULOXETINA CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 60 mg,F-22123,ASCEND LABORATORIES SpA
226,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ETALOKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-19232,ETEX FARMACÉUTICA LTDA.
227,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITAVITAE COMPRIMIDOS RECUBIERTOS 20 mg,F-21382,GALENICUM HEALTH CHILE S.p.A.
228,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITAVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-21383,GALENICUM HEALTH CHILE S.p.A.
229,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,NEOPRESOL COMPRIMIDOS RECUBIERTOS 10 mg,F-15836,LABORATORIO BAGÓ DE CHILE S.A.
230,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg,F-18595,LABORATORIO CHILE S.A.
231,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ECTIBAN COMPRIMIDOS RECUBIERTOS 10 mg,F-15040,LABORATORIO CHILE S.A.
232,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ECTIBAN COMPRIMIDOS RECUBIERTOS 20 mg,F-15039,LABORATORIO CHILE S.A.
233,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 20 mg,F-20790,LABORATORIOS EUROMED CHILE S.A.
234,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg,F-20964,LABORATORIOS EUROMED CHILE S.A.
235,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESC COMPRIMIDOS RECUBIERTOS 20 mg,F-21116,LABORATORIOS EUROMED CHILE S.A.
236,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESC  COMPRIMIDOS RECUBIERTOS 10 mg,F-21233,LABORATORIOS EUROMED CHILE S.A.
237,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,IPRAN COMPRIMIDOS RECUBIERTOS 10 mg,F-12972,LABORATORIOS RECALCINE S.A.
238,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,IPRAN COMPRIMIDOS RECUBIERTOS 20 mg,F-12973,LABORATORIOS RECALCINE S.A.
239,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,CELTIUM COMPRIMIDOS RECUBIERTOS 20 mg.,F-15513,LABORATORIOS SAVAL S.A.
240,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,CELTIUM COMPRIMIDOS RECUBIERTOS 10 mg,F-14527,LABORATORIOS SAVAL S.A.
241,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,REPOSIL COMPRIMIDOS RECUBIERTOS 10 mg,F-15314,MEDIPHARM LTDA.
242,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg,F-17605,MINTLAB CO. S.A.
243,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,PREXAN COMPRIMIDOS RECUBIERTOS 10 mg (ESCITALOPRAM),F-21596,MINTLAB Co. S.A.
244,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg,F-21595,MINTLAB Co. S.A.
245,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,TRESUS COMPRIMIDOS RECUBIERTOS 20 mg,F-19103,NOVARTIS CHILE S.A.
246,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,TRESUS COMPRIMIDOS RECUBIERTOS 10 mg,F-19102,NOVARTIS CHILE S.A.
247,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,NEOZENTIUS COMPRIMIDOS RECUBIERTOS 10 mg,F-15087,PHARMA INVESTI DE CHILE S.A.
248,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,RESTAURAL COMPRIMIDOS RECUBIERTOS 20 mg,F-20627,PHARMAVITA S.A.
249,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,RESTAURAL COMPRIMIDOS RECUBIERTOS 10 mg,F-20626,PHARMAVITA S.A.
250,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ERLINIZ COMPRIMIDOS RECUBIERTOS 10 mg (ESCITALOPRAM),F-21635,SANOFI-AVENTIS DE CHILE S.A.
251,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,ERLINIZ COMPRIMIDOS RECUBIERTOS 20 mg (Escitalopram),F-21636,SANOFI-AVENTIS DE CHILE S.A.
252,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,LUNDYA COMPRIMIDOS RECUBIERTOS 10 mg,F-21219,SYNTHON CHILE LTDA.
253,Antidepresivo,ESCITALOPRAM,Lexapro,Lundbeck,LUNDYA COMPRIMIDOS RECUBIERTOS 20 mg,F-21220,SYNTHON CHILE LTDA.
254,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,ACTAN CÁPSULAS 20 mg,F-5446,EUROLAB LTDA.
255,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,FLUOXETINA COMPRIMIDOS 20 mg,F-467,INSTITUTO SANITAS S.A.
256,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,CLINIUM CÁPSULAS 20 mg,F-8894,INSTITUTO SANITAS S.A.
257,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,LIVERTOX COMPRIMIDOS RECUBIERTOS 20 mg,F-9657,LABORATORIO BAGÓ DE CHILE S.A.
258,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,FLUOXETINA COMPRIMIDOS 20 mg,F-8411,LABORATORIO CHILE S.A.
259,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,SOSTAC COMPRIMIDOS 20 mg,F-8497,LABORATORIO CHILE S.A.
260,Antidepresivo,FLUOXETINA,Livertox,Laboratorio Bagó,FLUOXETINA COMPRIMIDOS 20 mg,F-14351,LABORATORIOS ANDRÓMACO S.A.
261,Antidepresivo,MIRTAZAPINA,Promyrtil,Schering Plough,DIVARIL COMPRIMIDOS RECUBIERTOS 30 mg,F-9774,TECNOFARMA S.A.
262,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PAMAX COMPRIMIDOS RECUBIERTOS 20 mg,F-9013,INSTITUTO SANITAS S.A.
263,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,POSIVYL COMPRIMIDOS RECUBIERTOS 20 mg,F-8481,LABORATORIO CHILE S.A.
264,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PAROXETINA COMPRIMIDOS RECUBIERTOS 20 mg,F-13726,LABORATORIO CHILE S.A.
265,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PAROXETINA COMPRIMIDOS RECUBIERTOS 20 mg,F-18058,LABORATORIOS ANDRÓMACO S.A.
266,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,TRAVIATA COMPRIMIDOS RECUBIERTOS 20 mg,F-9538,LABORATORIOS ANDRÓMACO S.A.
267,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PAROXETINA COMPRIMIDOS RECUBIERTOS 20 mg,F-16751,MINTLAB CO. S.A.
268,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,SUPTRAN COMPRIMIDOS RECUBIERTOS 20 mg,F-16752,MINTLAB CO. S.A.
269,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PARLUXETIL COMPRIMIDOS RECUBIERTOS 40 mg,F-21098,NOVARTIS CHILE S.A.
270,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,PARLUXETIL COMPRIMIDOS RECUBIERTOS 20 mg,F-21097,NOVARTIS CHILE S.A.
271,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,ZEQUIVEC COMPRIMIDOS RECUBIERTOS 20 mg,F-20668,SANOFI-AVENTIS DE CHILE S.A.
272,Antidepresivo,PAROXETINA,Aroxat,Glaxosmithkline,DRIMPAX COMPRIMIDOS RECUBIERTOS 20 mg,F-18001,SYNTHON CHILE LTDA.
273,Antidepresivo,SERTRALINA,Altruline,Roering,EMERGEN COMPRIMIDOS 100 mg,F-13297,LABORATORIO CHILE S.A.
274,Antidepresivo,SERTRALINA,Altruline,Roering,SERTRALINA COMPRIMIDOS 100 mg,F-18767,LABORATORIO CHILE S.A.
275,Antidepresivo,SERTRALINA,Altruline,Roering,SERTRALINA COMPRIMIDOS RECUBIERTOS 100 mg,F-20974,LABORATORIOS ANDRÓMACO S.A.
276,Antidepresivo,SERTRALINA,Altruline,Roering,SERTAC COMPRIMIDOS RECUBIERTOS 100 mg,F-20975,LABORATORIOS ANDRÓMACO S.A.
277,Antidepresivo,SERTRALINA,Altruline,Roering,SERTRALINA COMPRIMIDOS RECUBIERTOS 50 mg,F-20976,LABORATORIOS ANDRÓMACO S.A.
278,Antidepresivo,SERTRALINA,Altruline,Roering,SERTAC COMPRIMIDOS RECUBIERTOS 50 mg,F-20977,LABORATORIOS ANDRÓMACO S.A.
279,Antidepresivo,SERTRALINA,Altruline,Roering,SEDORAN COMPRIMIDOS RECUBIERTOS 100 mg,F-21524,LABORATORIOS RAFFO S.A.
280,Antidepresivo,SERTRALINA,Altruline,Roering,SEDORAN COMPRIMIDOS RECUBIERTOS 50mg,F-21546,LABORATORIOS RAFFO S.A.
281,Antidepresivo,SERTRALINA,Altruline,Roering,SERTRALINA COMPRIMIDOS RECUBIERTOS 50 mg,F-12420,MINTLAB Co. S.A.
282,Antidepresivo,SERTRALINA,Altruline,Roering,LOWFIN COMPRIMIDOS RECUBIERTOS 50 mg,F-12421,MINTLAB Co. S.A.
283,Antidepresivo,SERTRALINA,Altruline,Roering,SERTRALINA COMPRIMIDOS RECUBIERTOS 50 mg,F-18589,OPKO CHILE S.A.
284,Antidepresivo,SERTRALINA,Altruline,Roering,SERONEX COMPRIMIDOS RECUBIERTOS 100 mg,F-20723,PHARMAVITA S.A.
285,Antidepresivo,SERTRALINA,Altruline,Roering,SERONEX COMPRIMIDOS RECUBIERTOS 50 mg,F-20724,PHARMAVITA S.A.
286,Antidepresivo,SERTRALINA,Altruline,Roering,DIELOFT COMPRIMIDOS RECUBIERTOS 50 mg,F-20517,SANOFI-AVENTIS DE CHILE S.A.
287,Antidepresivo,SERTRALINA,Altruline,Roering,DIELOFT COMPRIMIDOS RECUBIERTOS 100 mg,F-20518,SANOFI-AVENTIS DE CHILE S.A.
288,Antidepresivo,SERTRALINA,Altruline,Roering,DIELOFT COMPRIMIDOS RECUBIERTOS 50 mg,F-20519,SANOFI-AVENTIS DE CHILE S.A.
289,Antidepresivo,SERTRALINA,Altruline,Roering,DIELOFT COMPRIMIDOS RECUBIERTOS 100 mg,F-21115,SANOFI-AVENTIS DE CHILE S.A.
290,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENLAVITAE CÁPSULAS CON COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg,F-22137,GALENICUM HEALTH CHILE S.p.A.
291,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENLAVITAE CAPSULAS CON COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,F-22138,GALENICUM HEALTH CHILE S.p.A.
292,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",NERVIX COMPRIMIDOS RECUBIERTOS 75 mg,F-12491,LABORATORIO BAGÓ DE CHILE S.A.
293,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,F-20044,LABORATORIO CHILE S.A.
294,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals","ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 37,5 mg",F-20042,LABORATORIO CHILE S.A.
295,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg,F-20043,LABORATORIO CHILE S.A.
296,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",AXONE CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,F-20071,LABORATORIOS EUROMED CHILE S.A.
297,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",SUBELAN XR CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 150 mg,F-20484,PHARMAVITA S.A.
